### Victoria Universalis IV - German termbase.
### Tab-separated: id, translation, status, note
### status: locked (human-approved, never re-translated) | candidate (model proposal in use) | todo (undecided)
### Term ids and their English source live in localization/glossary/terms.tsv.
id	translation	status	note
category_society	Gesellschaft	candidate	Matches vanilla Victoria 3 society category terminology. | alternatives: Staat und Gesellschaft
category_military	Militär	candidate	Matches vanilla Victoria 3 military category terminology. | alternatives: Streitkräfte
group_industrialist	Industrielle	candidate	Names the economic doctrine of the industrialist class. | alternatives: Industrielehre
group_mercantile	Merkantile	candidate	Reflects trade and merchant capital doctrines of the period. | alternatives: Merkantilismus
group_financial	Finanzwesen	candidate	Covers banking, credit, and monetary policies. | alternatives: Finanzlehre
group_infrastructure	Infrastruktur	candidate	Standard term for railways, ports, and construction doctrines. | alternatives: Verkehrswesen
group_extraction	Rohstoffgewinnung	candidate	Explicitly means mining and raw resource extraction, avoiding removal. | alternatives: Extraktion
group_labour	Arbeit	candidate	Standard 19th-century terminology for the labour doctrine without implying individual physical work. | alternatives: Arbeiter, Gewerkschaftswesen
group_agrarian	Agrar	candidate	Compact prefix-style noun matching idea group conventions. | alternatives: Landwirtschaft
group_academic	Akademisch	candidate	Captures the sense of scholarly inquiry and higher learning. | alternatives: Gelehrt
group_bureaucratic	Bürokratisch	candidate	Directly links to the established administration terminology. | alternatives: Verwaltung
group_parliamentary	Parlamentarisch	candidate	Reflects the doctrine of law-making and representation. | alternatives: Repräsentativ
group_welfare	Wohlfahrt	candidate	Period-appropriate term for social security and public health. | alternatives: Sozialfürsorge
group_diplomatic	Diplomatisch	candidate	Standard descriptor for influence and international relations. | alternatives: Außenpolitik
group_nationalist	Nationalistisch	candidate	Denotes the doctrine of national homogeneity. | alternatives: National
group_reformist	Reformistisch	candidate	Denotes the doctrine of egalitarian reform. | alternatives: Reform
group_offensive	Offensive	candidate	Established military doctrine term for attack. | alternatives: Angriff
group_defensive	Defensive	candidate	Established military doctrine term for defense and fortification. | alternatives: Verteidigung
group_naval	Marine	candidate	Standard 19th-century term for naval affairs and fleets. | alternatives: Seemacht
group_professional_army	Berufsheer	candidate	Period term for a trained standing army. | alternatives: Stehendes Heer
group_mass_conscription	Massenaushebung	candidate	Historical term for the conscript nation system. | alternatives: Wehrpflicht
group_colonial	Kolonial	candidate	Standard descriptor for colonial expansion. | alternatives: Übersee
group_war_economy	Kriegswirtschaft	candidate	Reflects total mobilization of industry for war. | alternatives: Wehrwirtschaft
age	Zeitalter	candidate	Standard historical term for an era of the campaign. | alternatives: Ära
age_1	Industrie und Nationen	candidate	Direct translation of the first campaign age.
age_2	Imperium und Massengesellschaft	candidate	Direct translation of the second campaign age.
age_3	Massenpolitik und totaler Krieg	candidate	Direct translation of the third campaign age.
objective	Ziel	candidate	Clear term for a goal within an Age. | alternatives: Auftrag
era_reward	Zeitalterbelohnung	candidate	Compound term linking reward to the current Age. | alternatives: Ärenbonus
golden_age	Goldenes Zeitalter	candidate	The standard historical German term for a golden age. | alternatives: Blütezeit
golden_age_industrial	Industrielles goldenes Zeitalter	candidate	Maintains the family while highlighting industrial focus. | alternatives: Industrielle Blütezeit
golden_age_cultural	Kulturelles goldenes Zeitalter	candidate	Maintains the family while focusing on culture and education. | alternatives: Kulturelle Blütezeit
golden_age_strategic	Strategisches goldenes Zeitalter	candidate	Maintains the family while emphasizing military strength. | alternatives: Strategische Blütezeit
doctrine_journey	Doktrinen-Weg	candidate	Captures the sense of a sustained undertaking and process. | alternatives: Doktrinen-Pfad
era_crossroads	Epochen-Scheideweg	candidate	Denotes a critical strategic decision point for an era. | alternatives: Zeitalter-Scheideweg
route	Kurs	candidate	Represents a strategic course of action rather than a physical road. | alternatives: Weg, Pfad
milestone	Meilenstein	candidate	Direct and standard translation for a significant project point.
transition_journey	Übergangs-Weg	candidate	Keeps the 'journey' word family while denoting change. | alternatives: Transformations-Pfad
journey_steam_and_the_state	Dampf und Staat	candidate	Translates steam correctly in a 19th-century statecraft context. | alternatives: Dampfkraft und Staat
journey_empire_and_mass_society	Weltreich und Massengesellschaft	candidate	Matches the Age 2 title accurately. | alternatives: Imperium und Massengesellschaft
journey_mobilized_society	Die mobilisierte Gesellschaft	candidate	Reflects the societal mobilization of Age 3. | alternatives: Mobilisierung der Gesellschaft
journey_factory_system	Standardisierung des Fabriksystems	candidate	Reflects the industrial order of the factory system. | alternatives: Normierung der Fabrikarbeit
journey_republic_of_scholars	Gelehrtenrepublik	candidate	Established historical term for a community of scholars. | alternatives: Republik der Gelehrten
journey_general_staff	Reform des Generalstabs	candidate	Uses the correct historical military institution name. | alternatives: Generalstabsreform
doctrine_ledger	Doktrinenübersicht	candidate	Avoids leaving ledger untranslated and fits UI tables. | alternatives: Doktrinenregister
national_doctrine	Nationale Doktrin	candidate	Clear, direct, and matches national policy terminology.
backlash	Rückschlag	candidate	Reflects the political and social blowback from a change. | alternatives: Politische Reaktion
strain	Belastung	candidate	Denotes the temporary implementation burden. | alternatives: Beanspruchung
tier	Stufe	candidate	Standard term for meter bands and incremental levels. | alternatives: Klasse, Bereich
equilibrium	Gleichgewicht	candidate	The standard physical and economic term for drift targets. | alternatives: Equilibrium
progress	Fortschritt	candidate	Used strictly as a measured completion value in UI contexts. | alternatives: Fortgang
