### Victoria Universalis IV - Japanese termbase.
### Tab-separated: id, translation, status, note
### status: locked (human-approved, never re-translated) | candidate (model proposal in use) | todo (undecided)
### Term ids and their English source live in localization/glossary/terms.tsv.
id	translation	status	note
group_parliamentary	議会主義	candidate	Captures the doctrine of law-making and political representation. | alternatives: 議会制
group_welfare	社会福祉	candidate	Standard term for health, insurance, and social security in this period. | alternatives: 厚生
group_diplomatic	外交	candidate	Represents the societal doctrine governing influence and relations. | alternatives: 外交政策
group_nationalist	国家主義	candidate	Doctrine of national homogeneity, contrasting with reformism. | alternatives: 民族主義
group_reformist	改革主義	candidate	Doctrine of egalitarian reform, mutually exclusive with nationalism. | alternatives: 改良主義
group_offensive	攻撃	candidate	Standard military doctrine of attack. | alternatives: 攻勢
group_defensive	防御	candidate	Standard military doctrine of defense and fortification. | alternatives: 守勢
group_naval	海軍	candidate	Military doctrine focusing on fleets and shipbuilding. | alternatives: 造船
group_professional_army	常備軍	candidate	Historical term for a trained standing army. | alternatives: 専門軍隊
group_mass_conscription	国民皆兵	candidate	Period-appropriate term for the conscript nation doctrine. | alternatives: 大量徴兵
group_colonial	植民地	candidate	Doctrine of colonial expansion and tropical medicine. | alternatives: 植民地主義
group_war_economy	戦時経済	candidate	Doctrine of mobilised industry and wartime propaganda. | alternatives: 総力戦経済
age	時代	candidate	Denotes one of the campaign's three eras. | alternatives: 期
age_1	産業と国家	candidate	Age 1 title covering 1836-1870. | alternatives: 工業と国家
age_2	帝国と大衆社会	candidate	Age 2 title covering 1871-1905. | alternatives: 帝国と大衆
age_3	大衆政治と総力戦	candidate	Age 3 title covering 1906-1936. | alternatives: 大衆政治と世界戦争
objective	目標	candidate	One of seven goals per Age that pays Era Momentum. | alternatives: 課題
era_reward	時代の報酬	candidate	Bonus bought with Era Momentum lasting for the current Age. | alternatives: 時代ボーナス
golden_age	黄金時代	candidate	Standard historical term for a period of peak national prosperity. | alternatives: 盛世
golden_age_industrial	工業の黄金時代	candidate	Maintains word family with Golden Age while denoting the industrial variant. | alternatives: 産業黄金時代
golden_age_cultural	文化の黄金時代	candidate	Maintains word family with Golden Age while denoting the cultural variant. | alternatives: 文化黄金時代
golden_age_strategic	戦略の黄金時代	candidate	Maintains word family with Golden Age while denoting the strategic variant. | alternatives: 軍事黄金時代
doctrine_journey	ドクトリンの歩み	candidate	Journey translates to a sustained undertaking or progress (歩み) rather than physical travel. | alternatives: 方針の歩み, 学説の歩み
era_crossroads	時代の分水嶺	candidate	Crossroads in a historical/strategic context refers to a critical turning point or watershed moment. | alternatives: 時代の岐路
route	路線	candidate	Represents a strategic course of action or path rather than a physical road. | alternatives: 進路, 道筋
milestone	節目	candidate	Traditional term for a significant stage or turning point in a process. | alternatives: マイルストーン
transition_journey	移行の歩み	candidate	Retains the journey word family while denoting a period of systemic transition. | alternatives: 変革の歩み
journey_steam_and_the_state	蒸気と国家	candidate	Refers strictly to steam power and statecraft; avoids any modern platform naming. | alternatives: 蒸気機関と国家
journey_empire_and_mass_society	帝国と大衆社会	candidate	Standard historical sociological terminology for the 19th-century mass society era. | alternatives: 大帝国と大衆社会
journey_mobilized_society	動員された社会	candidate	Reflects a society organized and mobilized for total state efforts. | alternatives: 総力動員社会
journey_factory_system	工場制の標準化	candidate	Denotes the institutionalized industrial order of the factory system. | alternatives: 工場制度の定着
journey_republic_of_scholars	学問共和国	candidate	Traditional historical term 'Republic of Letters/Scholars' denoting an international community of learning. | alternatives: 学者共和国
journey_general_staff	参謀本部の改革	candidate	Uses the established historical military institution name (参謀本部) for the General Staff. | alternatives: 軍令部改革
doctrine_ledger	ドクトリン台帳	candidate	Ledger is translated as an accounting register or table (台帳), completely avoiding untranslated English. | alternatives: 方針一覧, 学説台帳
national_doctrine	国家ドクトリン	candidate	Clear, read-only designation for a nation's overarching doctrines. | alternatives: 国家方針, 国家学説
backlash	反発	candidate	Denotes political and social reaction against a cancelled project or policy. | alternatives: 反動, 揺り戻し
strain	重圧	candidate	Represents the implementation penalty and administrative strain. | alternatives: 負担, 緊張
tier	段階	candidate	Denotes a meter band or level without implying a political rank or league. | alternatives: 階層, 等級
equilibrium	均衡値	candidate	Standard economic and systemic term for the target value a modifier drifts toward. | alternatives: 平衡点, 均衡
progress	進捗	candidate	Progress measured numerically as completion value, distinct from ideological progress. | alternatives: 進行度
