### Victoria Universalis IV - Simplified Chinese termbase.
### Tab-separated: id, translation, status, note
### status: locked (human-approved, never re-translated) | candidate (model proposal in use) | todo (undecided)
### Term ids and their English source live in localization/glossary/terms.tsv.
id	translation	status	note
group_bureaucratic	官僚	candidate	Matches the governance doctrine of administration and records. | alternatives: 行政
group_parliamentary	议会	candidate	Conveys the doctrine of law-making and political representation. | alternatives: 代议
group_welfare	福利	candidate	Directly corresponds to state-level social security and health doctrines. | alternatives: 社会保障
group_diplomatic	外交	candidate	Standard term for influence and international relations doctrine. | alternatives: 纵横
group_nationalist	民族主义	candidate	Accurately represents the doctrine of national homogeneity. | alternatives: 国家主义
group_reformist	改良主义	candidate	Denotes the doctrine of egalitarian reform. | alternatives: 革新
group_offensive	进攻	candidate	Standard military doctrine term for attack. | alternatives: 攻势
group_defensive	防御	candidate	Standard military doctrine term for defense and fortification. | alternatives: 守势
group_naval	海军	candidate	Reflects doctrine concerning fleets and shipbuilding. | alternatives: 海防
group_professional_army	职业军队	candidate	Reflects a trained standing army doctrine. | alternatives: 常备军
group_mass_conscription	普遍征兵	candidate	Standard term for the conscript nation doctrine. | alternatives: 全民征兵
group_colonial	殖民	candidate	Covers colonial expansion and tropical medicine doctrine. | alternatives: 开拓
group_war_economy	战时经济	candidate	Captures the doctrine of mobilised industry and wartime production. | alternatives: 总体战经济
age	时代	candidate	Represents one of the campaign's major historical eras. | alternatives: 纪元
age_1	工业与民族	candidate	Title for Age 1 (1836-1870). | alternatives: 工业与国家
age_2	帝国与大众社会	candidate	Title for Age 2 (1871-1905). | alternatives: 帝国与群众社会
age_3	大众政治与总体战	candidate	Title for Age 3 (1906-1936). | alternatives: 群众政治与全面战争
objective	目标	candidate	Designates an era goal that generates Era Momentum. | alternatives: 成就目标
era_reward	时代奖励	candidate	Reflects bonuses bought with Era Momentum lasting for the current Age. | alternatives: 纪元奖赏
golden_age	黄金时代	candidate	Standard historical period term well-known in strategy games. | alternatives: 盛世
golden_age_industrial	工业黄金时代	candidate	Direct modifier variant of Golden Age focusing on industry. | alternatives: 工业盛世
golden_age_cultural	文化黄金时代	candidate	Direct modifier variant of Golden Age focusing on culture. | alternatives: 文化盛世
golden_age_strategic	战略黄金时代	candidate	Direct modifier variant of Golden Age focusing on military and strategy. | alternatives: 军事黄金时代
doctrine_journey	主义历程	candidate	Matches the sustained undertaking sense of a national journey. | alternatives: 学说历程
era_crossroads	时代十字路口	candidate	Captures the strategic decision point for each age. | alternatives: 时代分水岭
route	路线	candidate	Standard political and strategic path term. | alternatives: 途径
milestone	里程碑	candidate	Standard translation for significant checkpoints in progress. | alternatives: 阶段成果
transition_journey	转型历程	candidate	Denotes the Journal Entry running during reforms. | alternatives: 过渡历程
journey_steam_and_the_state	蒸汽与国家	candidate	Literal translation avoiding any reference to the digital platform. | alternatives: 蒸汽与邦国
journey_empire_and_mass_society	帝国与大众社会	candidate	Consistent with Age 2 naming conventions. | alternatives: 帝国与群众社会
journey_mobilized_society	动员社会	candidate	Captures the mass mobilization aspect of Age 3. | alternatives: 被动员的社会
journey_factory_system	工厂制度标准化	candidate	Reflects the industrial order of the factory system. | alternatives: 规范工厂体系
journey_republic_of_scholars	学者共和国	candidate	Translates the historical intellectual concept 'Republic of Letters/Scholars'. | alternatives: 学术共同体
journey_general_staff	总参谋部改革	candidate	Uses the established military institution term 总参谋部. | alternatives: 整顿总参谋部
doctrine_ledger	主义总表	candidate	Ledger used as a data table or tab panel. | alternatives: 学说总览
national_doctrine	国家主义	candidate	Read-only country panel section for doctrines. | alternatives: 国家学说
backlash	强烈反弹	candidate	Captures the political reaction against a cancelled policy. | alternatives: 政治反扑
strain	阵痛	candidate	Denotes implementation penalty and reform friction. | alternatives: 压力
tier	阶层	candidate	Represents meter bands and thresholds. | alternatives: 档次, 等级
equilibrium	平衡点	candidate	Standard simulation term for target drift values. | alternatives: 均衡值
progress	进度	candidate	Measured completion value rather than ideological progress. | alternatives: 进展
