### Victoria Universalis IV - Polish termbase.
### Tab-separated: id, translation, status, note
### status: locked (human-approved, never re-translated) | candidate (model proposal in use) | todo (undecided)
### Term ids and their English source live in localization/glossary/terms.tsv.
id	translation	status	note
group_colonial	Kolonializm	candidate	Captures colonial expansion and tropical medicine doctrine. | alternatives: Doktryna kolonialna
group_war_economy	Gospodarka wojenna	candidate	Standard term for a fully mobilised wartime economy. | alternatives: Przemysł wojenny
age	Epoka	candidate	Represents a campaign era without implying a person's age. | alternatives: Wiek
age_1	Przemysł i narody	candidate	Accurate title for Age 1 (1836-1870). | alternatives: Wiek przemysłu i narodów
age_2	Imperium i społeczeństwo masowe	candidate	Accurate title for Age 2 (1871-1905). | alternatives: Imperium i masy
age_3	Polityka masowa i wojna totalna	candidate	Accurate title for Age 3 (1906-1936). | alternatives: Masy w polityce i wojna totalna
objective	Cel	candidate	Refers to campaign goals distinct from tactical map objectives. | alternatives: Zadanie
era_reward	Premia epoki	candidate	Denotes the bonus bought with Era Momentum. | alternatives: Nagroda epoki
golden_age	Złoty wiek	candidate	Standard historical and literary term for a period of supreme cultural and political flourishing. | alternatives: Wiek pomnażania chwały
golden_age_industrial	Przemysłowy złoty wiek	candidate	Direct adjectival modifier keeping the golden age word family. | alternatives: Gospodarczy złoty wiek
golden_age_cultural	Kulturowy złoty wiek	candidate	Direct adjectival modifier for the cultural variant. | alternatives: Oświatowy złoty wiek
golden_age_strategic	Strategiczny złoty wiek	candidate	Direct adjectival modifier for the military-strategic variant. | alternatives: Wojenny złoty wiek
doctrine_journey	Pochód doktryny	candidate	Pochód conveys a sustained, historic process of realization rather than physical travel. | alternatives: Droga doktryny
era_crossroads	Rozdroże epoki	candidate	Rozdroże precisely captures the literal and figurative crossroads choice point. | alternatives: Przełom epoki
route	Kierunek	candidate	Kierunek best expresses a strategic course of action chosen by a state. | alternatives: Ścieżka, Trakt
milestone	Kamień milowy	candidate	Traditional and unambiguous term for a significant progressive stage. | alternatives: Próg
transition_journey	Pochód przemian	candidate	Keeps the journey word family (pochód) while denoting structural transition. | alternatives: Droga transformacji
journey_steam_and_the_state	Para i państwo	candidate	Concise period formulation matching historical titles of the industrial era. | alternatives: Maszyna parowa a państwo
journey_empire_and_mass_society	Imperium i społeczeństwo masowe	candidate	Direct translation sharing the exact name of Age 2. | alternatives: Mocarstwo i społeczeństwo masowe
journey_mobilized_society	Społeczeństwo zmobilizowane	candidate	Standard sociological term in Polish historical literature. | alternatives: Mobilizacja społeczeństwa
journey_factory_system	Standaryzacja systemu fabrycznego	candidate	Refers to the macro industrial order of the factory system. | alternatives: Ujednolicenie systemów fabrycznych
journey_republic_of_scholars	Rzeczpospolita uczonych	candidate	Standard Polish idiom for the international community of scholars. | alternatives: Respublica literaria
journey_general_staff	Reformowanie Sztabu Generalnego	candidate	Uses the official historical name for the military institution. | alternatives: Przebudowa Sztabu Generalnego
doctrine_ledger	Księga doktryn	candidate	Księga captures the bureaucratic ledger register register concept of the 19th century. | alternatives: Rejestr doktryn, Tabela doktryn
national_doctrine	Doktryna narodowa	candidate	Direct, clear UI section header for country doctrines. | alternatives: Doktryna państwowa
backlash	Reakcja zwrotna	candidate	Captures the political counter-movement without resorting to literal physical recoil. | alternatives: Odwet polityczny, Sprzeciw
strain	Obciążenie	candidate	Denotes the institutional fatigue or penalty following an intense action. | alternatives: Napięcie, Przeciążenie
tier	Poziom	candidate	Standard Victoria UI term for scale bands and meter thresholds. | alternatives: Przedział, Klasa
equilibrium	Równowaga	candidate	Standard economic and systemic term for a drifting target value. | alternatives: Stan równowagi
progress	Postęp	candidate	Matches the vanilla interface value reporting while keeping the established root. | alternatives: Zaawansowanie, Ukończenie
